"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"3719";"52001016070P5";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"BIODIVERSIDADE ANIMAL";"MESTRADO";21;0;0;1;0;0;1;0,0476190476190476
"3720";"52001016071P1";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"PSICOLOGIA";"MESTRADO";12;0;0;0;0;0;0;0
"3721";"52001016072P8";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ASSISTÊNCIA E AVALIAÇÃO EM SAÚDE";"MESTRADO";17;11;0;0;11;0;0;0,647058823529412
"3722";"52001016101P8";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ECONOMIA";"MESTRADO";15;0;0;0;0;0;0;0
"3723";"52001016102P4";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"ENGENHARIA AMBIENTAL E SANITÁRIA";"MESTRADO";11;0;0;0;0;0;0;0
"3724";"52001016103P0";"MATERIAIS";"MATE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS EXATAS E TECNOLÓGICAS";"DOUTORADO";16;0;0;0;0;0;0;0
"3725";"52001016104P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UFG";"CIÊNCIAS CONTÁBEIS";"MESTRADO";10;0;0;0;0;0;0;0
"3726";"52001016105P3";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UFG";"BIOCIÊNCIA ANIMAL";"MESTRADO";16;0;0;3;0;0;3;0,1875
"3727";"52001016106P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;0;0;0;0;0;0;0
"3728";"52001016107P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"3729";"52002012001P0";"PSICOLOGIA";"PSICO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"PSICOLOGIA";"MESTRADO/DOUTORADO";16;0;0;8;0;0;8;0,5
"3730";"52002012002P6";"TEOLOGIA";"TEOL";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"CIÊNCIAS DA RELIGIÃO";"MESTRADO/DOUTORADO";11;0;0;0;0;0;0;0
"3731";"52002012004P9";"EDUCAÇÃO";"EDUC";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"EDUCAÇÃO";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"3732";"52002012006P1";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"CIÊNCIAS AMBIENTAIS E SAÚDE";"MESTRADO";17;0;0;0;0;0;0;0
"3733";"52002012007P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"DESENVOLVIMENTO E PLANEJAMENTO TERRITORIAL";"MESTRADO";10;0;0;0;0;0;0;0
"3734";"52002012008P4";"CIÊNCIAS BIOLÓGICAS I";"CBI";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"GENÉTICA";"MESTRADO";12;0;0;0;0;0;0;0
"3735";"52002012010P9";"LETRAS / LINGUÍSTICA";"LETR";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"LETRAS";"MESTRADO";9;0;0;0;0;0;0;0
"3736";"52002012011P5";"SERVIÇO SOCIAL";"SSOC";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"SERVIÇO SOCIAL";"MESTRADO";9;0;0;0;0;0;0;0
"3737";"52002012013P8";"HISTÓRIA";"HIST";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"HISTÓRIA";"MESTRADO";11;0;0;1;0;0;1;0,0909090909090909
"3738";"52002012015P0";"ENGENHARIAS III";"ENGIII";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"ENGENHARIA DE PRODUÇÃO E SISTEMAS";"MESTRADO";8;0;0;0;0;0;0;0
"3739";"52002012016P7";"ENFERMAGEM";"ENFE";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"PUC-GOIÁS";"ATENÇÃO À SAÚDE";"MESTRADO";12;0;0;0;0;0;0;0
"3740";"52004015001P2";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"MUNICIPAL";"PÚBLICA";2004;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"FESURV";"PRODUÇÃO VEGETAL";"MESTRADO";14;0;0;0;0;0;0;0
"3741";"52006018001P5";"CIÊNCIAS AMBIENTAIS";"CAMB";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UNIEVANGELICA";"SOCIEDADE, TECNOLOGIA E MEIO AMBIENTE";"MESTRADO";16;0;1;0;0;1;0;0,0625
"3742";"52012018001P1";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UEG";"CIÊNCIAS MOLECULARES";"MESTRADO";16;1;0;0;1;0;0;0,0625
"3743";"52012018002P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UEG";"ENGENHARIA AGRÍCOLA";"MESTRADO";11;0;0;0;0;0;0;0
"3744";"52012018003P4";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UEG";"PRODUÇÃO VEGETAL";"MESTRADO";16;0;0;0;0;0;0;0
"3745";"52012018004P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UEG";"EDUCAÇÃO, LINGUAGEM E TECNOLOGIAS";"MESTRADO";16;0;0;0;0;0;0;0
"3746";"52012018005P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"CENTRO-OESTE";"GO";"UEG";"RECURSOS NATURAIS DO CERRADO (RENAC)";"MESTRADO/DOUTORADO";19;4;0;0;4;0;0;0,210526315789474
"3747";"52012018006P3";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UEG";"TERRITÓRIOS E EXPRESSÕES CULTURAIS NO CERRADO";"MESTRADO";20;0;0;0;0;0;0;0
"3748";"52012018007P0";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UEG";"ENSINO DE CIÊNCIAS";"MESTRADO PROF.";16;0;1;0;0;1;0;0,0625
"3749";"52012018008P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UEG";"CIÊNCIAS APLICADAS A PRODUTOS PARA SAÚDE";"MESTRADO";15;1;0;0;1;0;0;0,0666666666666667
"3750";"52012018009P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"CENTRO-OESTE";"GO";"UEG";"AMBIENTE E SOCIEDADE";"MESTRADO";17;0;0;0;0;0;0;0
"3751";"52012018010P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"UEG";"DESENVOLVIMENTO RURAL SUSTENTÁVEL";"MESTRADO PROF.";18;0;0;0;0;0;0;0
"3752";"52012018011P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;0;0;0;0;0;0;0
"3753";"52016013001P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2007;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"ALFA";"DESENVOLVIMENTO REGIONAL";"MESTRADO PROF.";10;0;0;0;0;0;0;0
"3754";"52016013002P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";"CENTRO-OESTE";"GO";"ALFA";"ADMINISTRAÇÃO";"MESTRADO PROF.";7;0;0;1;0;0;1;0,142857142857143
"3755";"53001010001P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"EDUCAÇÃO";"MESTRADO/DOUTORADO";56;0;0;2;0;0;2;0,0357142857142857
"3756";"53001010002P6";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"FÍSICA";"MESTRADO/DOUTORADO";27;0;0;0;0;0;0;0
"3757";"53001010003P2";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";"CENTRO-OESTE";"DF";"UNB";"MATEMÁTICA";"MESTRADO/DOUTORADO";32;0;0;0;0;0;0;0
"3758";"53001010005P5";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"QUÍMICA";"MESTRADO/DOUTORADO";37;18;1;1;18;1;1;0,540540540540541
"3759";"53001010006P1";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"GEOLOGIA";"MESTRADO/DOUTORADO";32;0;0;0;0;0;0;0
"3760";"53001010007P8";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR)";"MESTRADO/DOUTORADO";28;24;4;1;24;4;1;1,03571428571429
"3761";"53001010008P4";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"ECOLOGIA";"MESTRADO/DOUTORADO";18;0;1;0;0;1;0;0,0555555555555556
"3762";"53001010009P0";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";1970;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"SOCIOLOGIA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"3763";"53001010010P9";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"7";"CENTRO-OESTE";"DF";"UNB";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3764";"53001010011P5";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"HISTÓRIA";"MESTRADO/DOUTORADO";20;0;0;1;0;0;1;0,05
"3765";"53001010012P1";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"ECONOMIA";"MESTRADO/DOUTORADO";23;0;0;0;0;0;0;0
"3766";"53001010015P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"MEDICINA TROPICAL";"MESTRADO/DOUTORADO";26;3;0;0;3;0;0;0,115384615384615
"3767";"53001010016P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";26;0;6;1;0;6;1;0,269230769230769
"3768";"53001010017P3";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"DIREITO";"MESTRADO/DOUTORADO";38;0;0;0;0;0;0;0
"3769";"53001010018P0";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"CIÊNCIAS DA INFORMAÇÃO";"MESTRADO/DOUTORADO";21;0;0;8;0;0;8;0,380952380952381
"3770";"53001010019P6";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"COMUNICAÇÃO";"MESTRADO/DOUTORADO";25;0;1;0;0;1;0;0,04
"3771";"53001010021P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"FITOPATOLOGIA";"MESTRADO/DOUTORADO";14;0;10;0;0;10;0;0,714285714285714
"3772";"53001010022P7";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"LITERATURA";"MESTRADO/DOUTORADO";34;0;0;0;0;0;0;0
"3773";"53001010023P3";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"LINGÜÍSTICA";"MESTRADO/DOUTORADO";33;0;0;0;0;0;0;0
"3774";"53001010025P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"RELAÇÕES INTERNACIONAIS";"MESTRADO/DOUTORADO";11;0;0;0;0;0;0;0
"3775";"53001010026P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"3776";"53001010029P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"ESTUDOS COMPARADOS SOBRE AS AMÉRICAS";"MESTRADO/DOUTORADO";20;0;0;1;0;0;1;0,05
"3777";"53001010030P0";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"TRANSPORTES";"MESTRADO/DOUTORADO";9;0;0;0;0;0;0;0
"3778";"53001010031P6";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"PATOLOGIA MOLECULAR";"MESTRADO/DOUTORADO";21;7;1;1;7;1;1;0,428571428571429
"3779";"53001010032P2";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"GEOTECNIA";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"3780";"53001010035P1";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"POLÍTICA SOCIAL";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"3781";"53001010036P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"ESTRUTURAS E CONSTRUÇÃO CIVIL";"MESTRADO/DOUTORADO";17;3;0;5;3;0;5;0,470588235294118
"3782";"53001010038P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"BOTÂNICA";"MESTRADO/DOUTORADO";17;13;3;0;13;3;0;0,941176470588235
"3783";"53001010040P5";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"ARTES";"MESTRADO/DOUTORADO";26;0;0;4;0;0;4;0,153846153846154
"3784";"53001010041P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS";"MESTRADO/DOUTORADO";11;0;0;3;0;0;3;0,272727272727273
"3785";"53001010042P8";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"ARQUITETURA E URBANISMO";"MESTRADO/DOUTORADO";30;0;3;3;0;3;3;0,2
"3786";"53001010043P4";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"GEOGRAFIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3787";"53001010044P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"6";"CENTRO-OESTE";"DF";"UNB";"DESENVOLVIMENTO SUSTENTÁVEL";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"3788";"53001010045P7";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"BIOLOGIA ANIMAL";"MESTRADO/DOUTORADO";22;9;2;0;9;2;0;0,5
"3789";"53001010046P3";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"CIÊNCIAS FLORESTAIS";"MESTRADO/DOUTORADO";20;0;0;0;0;0;0;0
"3790";"53001010047P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";48;3;0;0;3;0;0;0,0625
"3791";"53001010048P6";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"FILOSOFIA";"MESTRADO";17;0;0;0;0;0;0;0
"3792";"53001010049P2";"NUTRIÇÃO";"NUTR";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"NUTRIÇÃO HUMANA";"MESTRADO/DOUTORADO";14;3;0;1;3;0;1;0,285714285714286
"3793";"53001010051P7";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"CIENCIAS MEDICAS";"MESTRADO/DOUTORADO";31;2;0;0;2;0;0;0,0645161290322581
"3794";"53001010052P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"SISTEMAS MECATRÔNICOS";"MESTRADO/DOUTORADO";19;11;5;13;11;5;13;1,52631578947368
"3795";"53001010053P0";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"CIÊNCIAS MECÂNICAS";"MESTRADO/DOUTORADO";18;0;0;1;0;0;1;0,0555555555555556
"3796";"53001010054P6";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"INFORMÁTICA";"MESTRADO/DOUTORADO";26;0;0;7;0;0;7;0,269230769230769
"3797";"53001010055P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2004;"PROFISSIONAL";"4";"CENTRO-OESTE";"DF";"UNB";"ADMINISTRAÇÃO";"MESTRADO PROF.";14;0;1;0;0;1;0;0,0714285714285714
"3798";"53001010056P9";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2003;"PROFISSIONAL";"4";"CENTRO-OESTE";"DF";"UNB";"ENSINO DE CIÊNCIAS";"MESTRADO PROF.";20;0;0;0;0;0;0;0
"3799";"53001010057P5";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";"CENTRO-OESTE";"DF";"UNB";"MÚSICA";"MESTRADO";12;0;0;0;0;0;0;0
"3800";"53001010058P1";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1999;"PROFISSIONAL";"4";"CENTRO-OESTE";"DF";"UNB";"ECONOMIA";"MESTRADO PROF.";24;0;0;0;0;0;0;0
"3801";"53001010059P8";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1999;"PROFISSIONAL";"3";"CENTRO-OESTE";"DF";"UNB";"ENGENHARIA ELÉTRICA";"MESTRADO PROF.";8;0;0;3;0;0;3;0,375
"3802";"53001010061P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2007;"PROFISSIONAL";"3";"CENTRO-OESTE";"DF";"UNB";"TURISMO";"MESTRADO PROF.";12;0;0;0;0;0;0;0
"3803";"53001010062P9";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"PROCESSOS DE DESENVOLVIMENTO HUMANO E SAÚDE";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"3804";"53001010063P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"CENTRO-OESTE";"DF";"UNB";"AGRONEGÓCIOS";"MESTRADO";13;0;0;0;0;0;0;0
"3805";"53001010064P1";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"PSICOLOGIA CLÍNICA E CULTURA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"3806";"53001010065P8";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZAÇÕES (PSTO)";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"3807";"53001010066P4";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"EDUCAÇÃO FÍSICA";"MESTRADO/DOUTORADO";25;0;0;1;0;0;1;0,04
"3808";"53001010067P0";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"CIÊNCIAS ANIMAIS";"MESTRADO/DOUTORADO";14;1;2;0;1;2;0;0,214285714285714
"3809";"53001010068P7";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"CIÊNCIAS DO COMPORTAMENTO";"MESTRADO/DOUTORADO";19;0;0;3;0;0;3;0,157894736842105
"3810";"53001010070P1";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"SAÚDE ANIMAL";"MESTRADO/DOUTORADO";12;0;0;0;0;0;0;0
"3811";"53001010071P8";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"AGRONOMIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3812";"53001010073P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";"CENTRO-OESTE";"DF";"UNB";"CONTABILIDADE - UNB - UFPB - UFRN";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"3813";"53001010074P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"CENTRO-OESTE";"DF";"UNB";"ESTATISTICA";"MESTRADO";15;0;0;1;0;0;1;0,0666666666666667
"3814";"53001010075P3";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"GEOCIÊNCIAS APLICADAS";"MESTRADO/DOUTORADO";26;0;0;2;0;0;2;0,0769230769230769
"3815";"53001010076P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"BIOÉTICA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"3816";"53001010078P2";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"CENTRO-OESTE";"DF";"UNB";"LINGÜÍSTICA APLICADA";"MESTRADO";12;0;0;0;0;0;0;0
"3817";"53001010080P7";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"CENTRO-OESTE";"DF";"UNB";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";13;5;0;3;5;0;3;0,615384615384615
